date,dim,plan,pid,title,sku,img,imp,vexp,clk,cost,ctr,cpc,favP,favS,cart,coupon,ord,inq,lead,gmv,roi,leadCost,inqCost,leadCvr,inqCvr
2026-08-01,商品,大客方案,1064910462088,童贝童装2026年秋季新款男女童休闲裤立体小象简约舒适百搭束脚裤,XQ6ZK520,images/1064910462088.jpg,62.0,34.0,3.0,1.9,0.0484,0.6333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,商品,大客方案,1065111497867,童贝童装2026年秋季新款儿童冲锋衣户外防风男女童连帽外套上衣,XQ6WT487,images/1065111497867.jpg,441.0,247.0,7.0,1.59,0.0159,0.2271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,商品,大客方案,1065151653364,童贝童装2026年秋季新款女童裤套装甜美系印花纱摆撞色裤脚两件套,XQ6KT551,images/1065151653364.jpg,612.0,271.0,11.0,10.58,0.018,0.9618,1.0,0.0,20.0,0.0,0.0,0.0,21.0,0.0,0.0,0.5,0.0,1.9091,0.0
2026-08-01,商品,大客方案,1065372493271,童贝童装2026年秋季新款儿童T恤可爱毛茸茸贴布合体甜美长袖上衣,XQ6TX407,images/1065372493271.jpg,51.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,商品,大客方案,1066304856890,童贝童装2026年秋季新款儿童休闲裤动物单色印花男女童简约束脚裤,XQ6ZK516,images/1066304856890.jpg,89.0,27.0,1.0,1.02,0.0112,1.02,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.17,0.0,6.0,0.0
2026-08-01,商品,大客方案,1066335096135,童贝童装2026年秋季新款儿童T恤童趣甜美卡通印花时尚复古长袖衫,XQ6TX422,images/1066335096135.jpg,105.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,商品,大客方案,1067714770180,童贝童装2026年秋季新款儿童裤套装休闲格纹拼接运动简约两件套,XQ6KT553,images/1067714770180.jpg,92.0,39.0,2.0,0.7,0.0217,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,商品,大客方案,1067770230651,童贝童装2026年秋季新款儿童牛仔裤软萌绣花格纹翻边甜裤休闲长裤,XQ6NZ537,images/1067770230651.jpg,38.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,商品,大客方案,1068416821396,童贝童装2026年秋季新款儿童休闲裤花卉刺绣时尚潮流复古阔腿长裤,XQ6SK522,images/1068416821396.jpg,63.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,商品,大客方案,1069781976475,童贝童装2026年秋季新款男女童T恤圆领撞色条纹印花基础百搭上衣,XQ6TX430,images/1069781976475.jpg,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-01,商品,大客方案,770764941054,【竹节棉】儿童T恤童贝童装2026夏季新款男女童卡通印花圆领短袖,3X4TX305,images/770764941054.jpg,5998.0,2624.0,112.0,81.94,0.0187,0.7316,7.0,7.0,26.0,2.0,5.0,2.0,49.0,394.38,4.813,1.67,40.97,0.4375,0.0179
2026-08-01,商品,大客方案,780162152938,【陶瓷T】儿童T恤童贝童装2026夏季新款男女童可爱卡通休闲短袖,3X4TX209,images/780162152938.jpg,681.0,290.0,12.0,10.69,0.0176,0.8908,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,2.67,0.0,0.3333,0.0
2026-08-01,商品,大客方案,916074017130,童贝童装2026年夏季新款女童连衣裙全棉甜美娃娃领无袖荷叶边裙子,XX5LY270,images/916074017130.jpg,2107.0,866.0,29.0,22.9,0.0138,0.7897,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,5.73,0.0,0.1379,0.0
2026-08-01,总览,全部,,,,,25955.0,11504.0,417.0,313.14,0.0161,0.7509,11.0,12.0,149.0,9.0,11.0,6.0,198.0,,,1.58,52.19,0.4748,0.0144
2026-08-01,计划,全站推店,,,,,9.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-08-01,计划,大客方案,,,,,25946.0,11495.0,417.0,313.14,0.0161,0.7509,11.0,12.0,149.0,9.0,11.0,6.0,198.0,,,1.58,52.19,0.4748,0.0144
2026-08-01,计划,精准获客,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-08-02,商品,大客方案,1024421098731,童贝童装2026夏季新款儿童牛仔阔腿裤波浪花边裤纯色百搭休闲长裤,XX6NZ174,images/1024421098731.jpg,86.0,50.0,7.0,1.52,0.0814,0.2171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1028932954296,童贝童装2026夏季新款儿童T恤趣味动物印花宽松落肩短袖上衣,XX6TX201,images/1028932954296.jpg,1723.0,793.0,50.0,34.77,0.029,0.6954,1.0,4.0,8.0,0.0,0.0,0.0,13.0,0.0,0.0,2.67,0.0,0.26,0.0
2026-08-02,商品,大客方案,1029252410984,童贝童装2026夏季新款儿童休闲裤条纹波点纯色宽松休闲日常灯笼裤,XX6SK338,images/1029252410984.jpg,90.0,31.0,1.0,0.0,0.0111,0.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,61.11,0.0,0.0,0.0,6.0,0.0
2026-08-02,商品,大客方案,1029293118318,童贝童装2026夏季新款儿童T恤趣味水果印花软萌可爱休闲短袖上衣,XX6TX209,images/1029293118318.jpg,48.0,26.0,1.0,0.76,0.0208,0.76,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.38,0.0,2.0,0.0
2026-08-02,商品,大客方案,1030177677970,童贝童装2026夏季新款儿童短裤元气复古撞色百搭洋气休闲裤,XX6SK336,images/1030177677970.jpg,250.0,106.0,1.0,0.74,0.004,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1030241713953,童贝童装2026夏季新款儿童T恤卡通甜美可爱休闲日常短袖上衣,XX6TX205,images/1030241713953.jpg,123.0,71.0,5.0,2.14,0.0407,0.428,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.07,0.0,0.4,0.0
2026-08-02,商品,大客方案,1033076275635,童贝童装2026夏季新款儿童防蚊裤男女童波点印花宽松彩条休闲长裤,XX6FW302,images/1033076275635.jpg,282.0,124.0,5.0,2.1,0.0177,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1033838718988,童贝童装2026夏季新款儿童T恤趣味动物印花软萌可爱日常款式短袖,XX6TX198,images/1033838718988.jpg,768.0,294.0,11.0,6.61,0.0143,0.6009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1034752362209,童贝童装2026夏季新款儿童防蚊裤纯色休闲时尚男女童日常百搭长裤,3XFW217,images/1034752362209.jpg,118.0,46.0,3.0,2.15,0.0254,0.7167,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.08,0.0,0.6667,0.0
2026-08-02,商品,大客方案,1035591688253,【天丝+亚麻】童贝童装2026夏季新款儿童防蚊裤男女童宽松休闲裤,XX6FW303,images/1035591688253.jpg,28.0,11.0,1.0,0.0,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1035610648812,童贝童装2026夏季新款儿童裤套装撞色字母印花趣味可爱日常两件套,XX6KT350,images/1035610648812.jpg,117.0,68.0,6.0,3.11,0.0513,0.5183,0.0,0.0,0.0,0.0,1.0,0.0,1.0,68.9,22.1543,3.11,0.0,0.1667,0.0
2026-08-02,商品,大客方案,1035986555152,童贝童装2026夏季新款儿童套装潮流时尚撞色印花短袖短裤两件套,XX6KT350,images/1035986555152.jpg,484.0,280.0,11.0,9.75,0.0227,0.8864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1038912226790,童贝童装2026夏季新款儿童牛仔裤爱心纽扣蝴蝶结儿童休闲日常裤,XX6NZ346,images/1038912226790.jpg,22.0,8.0,1.0,0.0,0.0455,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,78.9,0.0,0.0,0.0,2.0,0.0
2026-08-02,商品,大客方案,1039176874975,童贝童装2026夏季新款儿童防蚊裤国风艺术感碎花休闲复古灯笼裤,XX6FW304,images/1039176874975.jpg,515.0,225.0,7.0,0.84,0.0136,0.12,0.0,1.0,4.0,3.0,1.0,0.0,9.0,36.9,43.9286,0.09,0.0,1.2857,0.0
2026-08-02,商品,大客方案,1039873349136,童贝童装2026夏季新款儿童衬衫天丝柔肤字母印花简约经典翻领上衣,XX6CS155,images/1039873349136.jpg,59.0,39.0,3.0,0.76,0.0508,0.2533,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.76,0.0,0.3333,0.0
2026-08-02,商品,大客方案,1040935716450,童贝童装2026夏季新款女童裤套装森系针织背心碎花阔腿裤两件套,XX6KT355K,images/1040935716450.jpg,94.0,49.0,1.0,0.74,0.0106,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1042705271653,童贝童装2026夏季新款女童连衣裙花瓣领无袖镂空刺绣花边长裙,XX6LY305,images/1042705271653.jpg,136.0,66.0,3.0,2.28,0.0221,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1044106122415,童贝童装2026夏季新款儿童休闲裤双层花边蕾丝木耳边灯笼裤,XX6SK339,images/1044106122415.jpg,203.0,127.0,3.0,1.08,0.0148,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1044334830022,童贝童装2026夏季新款女童套装绣花罩衫背心牛仔裤清爽森系两件套,XX6KT363K,images/1044334830022.jpg,143.0,63.0,6.0,0.76,0.042,0.1267,0.0,0.0,15.0,1.0,1.0,0.0,17.0,54.9,72.2368,0.04,0.0,2.8333,0.0
2026-08-02,商品,大客方案,1044357085204,童贝童装2026夏季新款儿童T恤童趣插画印花落肩廓形无袖上衣,XX6TX207,images/1044357085204.jpg,166.0,83.0,3.0,1.58,0.0181,0.5267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1046171504011,【赠泳帽】童贝童装2026夏季新款女童连体泳衣U型露背印花泳装,XX6SW371,images/1046171504011.jpg,1276.0,511.0,26.0,15.13,0.0204,0.5819,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.03,0.0,0.1923,0.0
2026-08-02,商品,大客方案,1046531776898,童贝童装2026年夏新款儿童活力撞色条纹T恤男女童透气休闲短袖,XX6TX229,images/1046531776898.jpg,67.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1046783326745,童贝童装2026夏季新款女童衬衫精致绣花镂空蕾丝小飞袖娃娃衫,XX6CS223,images/1046783326745.jpg,261.0,179.0,6.0,2.1,0.023,0.35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.1,0.0,0.1667,0.0
2026-08-02,商品,大客方案,1047100734555,童贝童装2026夏季新款儿童休闲裤侧边彩条透气束脚宽松运动裤,XX6ZK344,images/1047100734555.jpg,70.0,18.0,1.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1048000871584,童贝童装2026夏季新款儿童休闲裤自然垂坠感高弹束口透气宽松长裤,XX6SK326,images/1048000871584.jpg,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1048004735917,童贝童装2026夏季新款女童连衣裙新中式国风温柔感碎花无袖旗袍裙,XX6LY265,images/1048004735917.jpg,1442.0,612.0,17.0,10.89,0.0118,0.6406,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.45,0.0,0.1176,0.0
2026-08-02,商品,大客方案,1048245453846,童贝童装2026夏季新款儿童T恤趣味印花插肩撞色可爱拼接短袖,XX6TX204,images/1048245453846.jpg,158.0,77.0,3.0,1.17,0.019,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1048954146679,童贝童装2026夏季新款女童连衣裙纯色抽褶现代简约蕾丝拼接背心裙,XX6LY309,images/1048954146679.jpg,302.0,166.0,4.0,1.66,0.0132,0.415,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.83,0.0,0.5,0.0
2026-08-02,商品,大客方案,1053764841819,童贝童装2026夏季新款女童裤套装新中式晕染上衣蕾丝九分裤两件套,XX6KT386,images/1053764841819.jpg,727.0,425.0,13.0,9.13,0.0179,0.7023,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,3.04,0.0,0.2308,0.0
2026-08-02,商品,大客方案,1063280115876,童贝童装2026年秋季新款儿童T恤童趣拼接撞色创意图案圆领长袖衫,XQ6TX405,images/1063280115876.jpg,67.0,33.0,1.0,0.32,0.0149,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1063529047338,童贝童装2026年秋季新款儿童毛衣创意童趣图案男女童复古针织马甲,XQ6MY441,images/1063529047338.jpg,66.0,36.0,2.0,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1064147410396,童贝童装2026年秋季新款儿童牛仔裤软牛仔波浪线蘑菇刺绣复古长裤,XQ6NZ533,images/1064147410396.jpg,37.0,32.0,3.0,0.0,0.0811,0.0,0.0,0.0,12.0,0.0,3.0,0.0,15.0,204.32,0.0,0.0,0.0,5.0,0.0
2026-08-02,商品,大客方案,1064369798064,童贝童装2026年秋季新款儿童卫衣拼接趣味卡通图案男女童长袖上衣,XQ6WY433,images/1064369798064.jpg,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1064910462088,童贝童装2026年秋季新款男女童休闲裤立体小象简约舒适百搭束脚裤,XQ6ZK520,images/1064910462088.jpg,27.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1065111497867,童贝童装2026年秋季新款儿童冲锋衣户外防风男女童连帽外套上衣,XQ6WT487,images/1065111497867.jpg,305.0,193.0,10.0,4.13,0.0328,0.413,1.0,0.0,23.0,1.0,3.0,0.0,28.0,196.33,47.5375,0.15,0.0,2.8,0.0
2026-08-02,商品,大客方案,1065151653364,童贝童装2026年秋季新款女童裤套装甜美系印花纱摆撞色裤脚两件套,XQ6KT551,images/1065151653364.jpg,473.0,215.0,9.0,4.63,0.019,0.5144,1.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.77,0.0,0.6667,0.0
2026-08-02,商品,大客方案,1065372493271,童贝童装2026年秋季新款儿童T恤可爱毛茸茸贴布合体甜美长袖上衣,XQ6TX407,images/1065372493271.jpg,36.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1066304856890,童贝童装2026年秋季新款儿童休闲裤动物单色印花男女童简约束脚裤,XQ6ZK516,images/1066304856890.jpg,38.0,14.0,1.0,0.49,0.0263,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1066335096135,童贝童装2026年秋季新款儿童T恤童趣甜美卡通印花时尚复古长袖衫,XQ6TX422,images/1066335096135.jpg,32.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1067714770180,童贝童装2026年秋季新款儿童裤套装休闲格纹拼接运动简约两件套,XQ6KT553,images/1067714770180.jpg,130.0,56.0,5.0,8.95,0.0385,1.79,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.95,0.0,0.2,0.0
2026-08-02,商品,大客方案,1067770230651,童贝童装2026年秋季新款儿童牛仔裤软萌绣花格纹翻边甜裤休闲长裤,XQ6NZ537,images/1067770230651.jpg,62.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1068416821396,童贝童装2026年秋季新款儿童休闲裤花卉刺绣时尚潮流复古阔腿长裤,XQ6SK522,images/1068416821396.jpg,89.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,1069781976475,童贝童装2026年秋季新款男女童T恤圆领撞色条纹印花基础百搭上衣,XQ6TX430,images/1069781976475.jpg,96.0,44.0,1.0,0.76,0.0104,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02,商品,大客方案,770764941054,【竹节棉】儿童T恤童贝童装2026夏季新款男女童卡通印花圆领短袖,3X4TX305,images/770764941054.jpg,5870.0,2384.0,101.0,55.69,0.0172,0.5514,1.0,2.0,27.0,0.0,2.0,0.0,32.0,67.22,1.207,1.74,0.0,0.3168,0.0
2026-08-02,商品,大客方案,780162152938,【陶瓷T】儿童T恤童贝童装2026夏季新款男女童可爱卡通休闲短袖,3X4TX209,images/780162152938.jpg,548.0,236.0,9.0,7.53,0.0164,0.8367,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.51,0.0,0.5556,0.0
2026-08-02,商品,大客方案,916074017130,童贝童装2026年夏季新款女童连衣裙全棉甜美娃娃领无袖荷叶边裙子,XX5LY270,images/916074017130.jpg,1676.0,733.0,39.0,26.1,0.0233,0.6692,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.1,0.0,0.0256,0.0
2026-08-02,总览,全部,,,,,19355.0,8688.0,380.0,220.37,0.0196,0.5799,12.0,10.0,115.0,6.0,13.0,0.0,156.0,,,1.41,,0.4105,0.0
2026-08-02,计划,全站推店,,,,,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-08-02,计划,全站销货,,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-08-02,计划,大客方案,,,,,19350.0,8683.0,380.0,220.37,0.0196,0.5799,12.0,10.0,115.0,6.0,13.0,0.0,156.0,,,1.41,,0.4105,0.0
2026-08-02,计划,精准获客,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-08-03,商品,大客方案,1024421098731,童贝童装2026夏季新款儿童牛仔阔腿裤波浪花边裤纯色百搭休闲长裤,XX6NZ174,images/1024421098731.jpg,149.0,89.0,5.0,11.78,0.0336,2.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,商品,大客方案,1028932954296,童贝童装2026夏季新款儿童T恤趣味动物印花宽松落肩短袖上衣,XX6TX201,images/1028932954296.jpg,2150.0,978.0,43.0,34.24,0.02,0.7963,0.0,2.0,16.0,2.0,1.0,0.0,21.0,98.9,2.8884,1.63,0.0,0.4884,0.0
2026-08-03,商品,大客方案,1029252410984,童贝童装2026夏季新款儿童休闲裤条纹波点纯色宽松休闲日常灯笼裤,XX6SK338,images/1029252410984.jpg,164.0,90.0,1.0,0.0,0.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,商品,大客方案,1029293118318,童贝童装2026夏季新款儿童T恤趣味水果印花软萌可爱休闲短袖上衣,XX6TX209,images/1029293118318.jpg,106.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,商品,大客方案,1030177677970,童贝童装2026夏季新款儿童短裤元气复古撞色百搭洋气休闲裤,XX6SK336,images/1030177677970.jpg,386.0,191.0,5.0,4.61,0.013,0.922,0.0,0.0,2.0,0.0,1.0,0.0,3.0,39.75,8.6226,1.54,0.0,0.6,0.0
2026-08-03,商品,大客方案,1030241713953,童贝童装2026夏季新款儿童T恤卡通甜美可爱休闲日常短袖上衣,XX6TX205,images/1030241713953.jpg,401.0,197.0,2.0,2.5,0.005,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,商品,大客方案,1033076275635,童贝童装2026夏季新款儿童防蚊裤男女童波点印花宽松彩条休闲长裤,XX6FW302,images/1033076275635.jpg,356.0,174.0,6.0,6.21,0.0169,1.035,0.0,0.0,11.0,0.0,5.0,0.0,16.0,545.38,87.8229,0.39,0.0,2.6667,0.0
2026-08-03,商品,大客方案,1033838718988,童贝童装2026夏季新款儿童T恤趣味动物印花软萌可爱日常款式短袖,XX6TX198,images/1033838718988.jpg,686.0,303.0,8.0,2.86,0.0117,0.3575,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.95,0.0,0.375,0.0
2026-08-03,商品,大客方案,1034752362209,童贝童装2026夏季新款儿童防蚊裤纯色休闲时尚男女童日常百搭长裤,3XFW217,images/1034752362209.jpg,217.0,89.0,6.0,5.01,0.0277,0.835,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.01,0.0,0.1667,0.0
2026-08-03,商品,大客方案,1035591688253,【天丝+亚麻】童贝童装2026夏季新款儿童防蚊裤男女童宽松休闲裤,XX6FW303,images/1035591688253.jpg,35.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,商品,大客方案,1035610648812,童贝童装2026夏季新款儿童裤套装撞色字母印花趣味可爱日常两件套,XX6KT350,images/1035610648812.jpg,95.0,56.0,2.0,0.6,0.0211,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,商品,大客方案,1035986555152,童贝童装2026夏季新款儿童套装潮流时尚撞色印花短袖短裤两件套,XX6KT350,images/1035986555152.jpg,2098.0,1089.0,29.0,54.87,0.0138,1.8921,1.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,10.97,54.87,0.1724,0.0345
2026-08-03,商品,大客方案,1038912226790,童贝童装2026夏季新款儿童牛仔裤爱心纽扣蝴蝶结儿童休闲日常裤,XX6NZ346,images/1038912226790.jpg,46.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,商品,大客方案,1039176874975,童贝童装2026夏季新款儿童防蚊裤国风艺术感碎花休闲复古灯笼裤,XX6FW304,images/1039176874975.jpg,865.0,430.0,16.0,29.56,0.0185,1.8475,1.0,0.0,18.0,0.0,0.0,0.0,19.0,0.0,0.0,1.56,0.0,1.1875,0.0
2026-08-03,商品,大客方案,1039873349136,童贝童装2026夏季新款儿童衬衫天丝柔肤字母印花简约经典翻领上衣,XX6CS155,images/1039873349136.jpg,138.0,98.0,3.0,0.76,0.0217,0.2533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,商品,大客方案,1040935716450,童贝童装2026夏季新款女童裤套装森系针织背心碎花阔腿裤两件套,XX6KT355K,images/1040935716450.jpg,132.0,80.0,3.0,2.28,0.0227,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,商品,大客方案,1042705271653,童贝童装2026夏季新款女童连衣裙花瓣领无袖镂空刺绣花边长裙,XX6LY305,images/1042705271653.jpg,300.0,156.0,3.0,1.45,0.01,0.4833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,商品,大客方案,1044106122415,童贝童装2026夏季新款儿童休闲裤双层花边蕾丝木耳边灯笼裤,XX6SK339,images/1044106122415.jpg,289.0,165.0,7.0,15.88,0.0242,2.2686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,商品,大客方案,1044334830022,童贝童装2026夏季新款女童套装绣花罩衫背心牛仔裤清爽森系两件套,XX6KT363K,images/1044334830022.jpg,252.0,124.0,2.0,2.41,0.0079,1.205,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.41,0.0,0.5,0.0
2026-08-03,商品,大客方案,1044357085204,童贝童装2026夏季新款儿童T恤童趣插画印花落肩廓形无袖上衣,XX6TX207,images/1044357085204.jpg,212.0,106.0,2.0,1.25,0.0094,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-03,商品,大客方案,1046171504011,【赠泳帽】童贝童装2026夏季新款女童连体泳衣U型露背印花泳装,XX6SW371,images/1046171504011.jpg,1899.0,794.0,39.0,31.56,0.0205,0.8092,0.0,2.0,4.0,1.0,0.0,1.0,8.0,0.0,0.0,3.95,31.56,0.2051,0.0256
2026-08-03,商品,大客方案,1046531776898,童贝童装2026年夏新款儿童活力撞色条纹T恤男女童透气休闲短袖,XX6TX229,images/1046531776898.jpg,87.0,44.0,1.0,0.75,0.0115,0.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0
2026-08-03,商品,大客方案,1046783326745,童贝童装2026夏季新款女童衬衫精致绣花镂空蕾丝小飞袖娃娃衫,XX6CS223,images/1046783326745.jpg,220.0,151.0,5.0,0.7,0.0227,0.14,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.2,0.0
2026-08-03,商品,大客方案,1047100734555,童贝童装2026夏季新款儿童休闲裤侧边彩条透气束脚宽松运动裤,XX6ZK344,images/1047100734555.jpg,43.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
